Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
11/28/2021,492,3,61,74,103,109,84,54,39,15,14,0,249,239,4,73,16,108,175,39,81,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,2,0,0,3,3,6,7,14,16,4,8,0,26,35,0,15,3,28,13,1,1
11/14/2021,383,4,40,98,82,79,51,36,25,6,6,0,179,202,2,55,10,94,122,31,71,0,0,0,0,1,1,0,2,0,1,3,0,2,0,2,0,0,0,2,4,5,3,8,9,4,5,0,18,22,0,9,1,20,6,3,1
04/02/2021,675,3,56,83,202,139,107,81,39,17,7,0,346,329,0,179,42,151,226,18,59,0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,2,3,5,13,8,13,9,3,0,26,30,0,17,0,29,9,1,0
04/03/2021,469,9,47,61,130,113,69,51,27,12,6,0,235,234,0,109,24,111,173,14,38,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,7,6,8,13,5,0,20,27,0,7,0,22,16,1,1
02/08/2022,572,8,30,166,118,84,71,52,42,25,14,0,293,274,5,114,41,93,195,36,93,0,0,0,0,1,4,0,3,0,4,4,0,3,0,4,1,0,0,1,1,4,2,6,2,5,9,0,12,18,0,7,4,11,7,0,1
08/15/2020,220,5,21,18,64,41,30,34,20,11,2,0,106,112,2,80,6,55,62,7,10,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,5,3,5,1,0,10,11,0,7,0,10,3,1,0
10/05/2020,553,3,21,54,157,117,95,66,38,22,4,0,266,286,1,238,18,98,140,14,45,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,2,0,0,1,4,3,2,2,3,5,1,0,9,12,0,7,0,10,4,0,0
04/08/2020,704,36,172,11,86,100,107,154,129,69,48,0,353,351,0,186,23,323,114,29,29,0,0,0,1,7,8,9,11,0,13,23,0,3,2,22,9,0,0,1,1,14,16,37,40,37,26,0,67,105,0,38,6,88,30,10,0
10/11/2020,300,4,30,22,93,59,43,37,30,9,7,0,125,174,1,97,7,57,114,10,15,0,0,0,0,1,1,0,2,0,0,4,0,2,0,1,1,0,0,0,2,3,7,4,6,4,4,0,13,17,0,9,1,7,10,1,2
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,51,1,41,10,1,17,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,2,0,1
01/13/2022,3641,30,194,947,650,581,450,435,323,168,87,0,1932,1690,19,955,183,704,790,198,811,0,0,0,0,5,8,5,12,0,15,15,0,3,0,18,9,0,0,8,17,17,12,26,48,31,35,0,98,96,0,38,5,86,52,6,7
03/13/2021,257,2,16,28,66,62,42,32,20,4,3,0,130,127,0,67,3,53,98,16,20,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,1,1,3,4,5,1,0,9,7,0,3,0,9,3,1,0
03/26/2020,413,2,132,2,65,74,78,96,53,36,9,0,181,232,0,82,14,201,98,10,8,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,28,12,0,57,75,0,27,1,81,19,4,0
09/09/2021,517,4,39,116,142,104,53,46,33,14,9,0,276,241,0,88,17,141,161,29,81,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,6,7,1,6,5,8,0,19,20,0,7,0,22,9,1,0
12/10/2021,1218,15,69,239,261,288,183,105,83,26,19,14,625,593,0,173,34,322,319,131,239,0,0,3,0,0,2,3,7,0,11,4,0,2,1,6,6,0,0,1,2,11,7,13,19,8,8,0,27,42,0,18,1,23,20,7,0
04/14/2022,550,0,9,54,190,117,74,61,32,15,7,0,321,224,5,77,64,74,223,24,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,2,0,4,5,0,0,0,3,6,0,0
10/04/2021,428,3,23,105,84,79,53,48,32,22,5,0,211,216,1,75,19,126,139,23,46,0,0,0,0,0,2,1,0,0,1,2,0,1,0,0,2,0,0,0,4,5,2,4,3,2,3,0,14,9,0,6,0,8,6,3,0
06/01/2020,233,21,63,21,50,35,32,35,17,17,26,0,137,96,0,96,8,57,46,8,18,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,19,1,29,13,0,1
03/15/2021,368,6,33,43,109,69,63,30,34,12,8,0,201,167,0,95,25,86,114,20,28,0,0,0,0,0,4,0,2,0,3,3,0,3,0,2,1,0,0,1,3,2,3,4,11,4,5,0,23,10,0,7,3,11,7,4,1
08/25/2020,412,4,26,52,121,75,68,50,27,9,9,1,224,184,4,187,8,66,105,18,28,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,3,3,6,6,3,2,0,12,14,0,6,0,9,8,1,2
02/24/2021,337,4,35,38,79,65,53,48,29,12,13,0,160,177,0,93,8,87,96,13,40,0,0,0,0,0,1,1,2,0,3,1,0,2,0,1,1,0,0,1,3,2,8,6,6,5,4,0,18,17,0,8,2,18,6,1,0
12/03/2020,2070,30,117,235,520,406,317,308,157,80,47,0,1095,972,3,847,74,399,435,79,236,0,0,0,1,3,6,10,10,0,12,18,0,7,3,13,7,0,0,1,3,11,14,21,24,20,23,0,49,68,0,39,4,45,25,3,1
03/14/2021,179,4,19,23,53,36,31,17,14,5,0,0,84,95,0,38,9,33,73,10,16,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,3,1,0,9,10,0,1,0,11,6,1,0
12/31/2021,5223,24,243,1007,1119,951,799,608,401,218,120,0,2850,2316,57,1294,226,1209,1072,341,1081,0,0,0,1,3,5,8,7,0,8,16,0,2,1,14,7,0,0,16,25,24,20,35,39,45,38,1,126,117,0,41,7,137,48,8,2
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,93,11,217,82,15,21,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,27,2,101,21,6,1
04/07/2021,841,3,58,136,250,186,113,80,45,15,16,0,441,400,0,212,40,226,260,14,89,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,7,12,8,7,13,0,33,25,0,13,2,34,7,2,0
03/10/2022,166,2,12,41,37,24,19,19,11,10,5,0,93,72,1,27,10,31,57,7,34,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,2,1,1,3,3,1,1,0,4,8,0,3,0,3,6,0,0
11/12/2020,2928,18,114,329,742,571,495,383,255,114,39,0,1496,1425,7,1117,72,498,741,136,364,0,0,0,0,2,6,3,7,0,10,8,0,5,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,29,4,41,29,7,4
06/03/2020,280,21,50,23,61,47,41,44,32,18,14,0,154,126,0,128,3,75,32,15,27,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,2,4,15,9,7,0,23,27,0,12,0,28,9,0,1
05/15/2021,177,7,44,38,38,33,19,27,12,6,4,0,92,85,0,53,2,79,22,8,13,0,0,0,0,0,2,2,3,0,3,4,0,2,0,3,2,0,0,1,4,6,4,13,7,3,6,0,17,27,0,13,0,19,10,2,0
11/18/2021,632,9,38,163,122,144,88,56,31,16,12,0,323,307,2,95,23,129,211,52,122,0,0,1,0,2,2,0,4,0,3,6,0,1,0,5,3,0,0,0,2,6,4,5,4,8,9,0,19,19,0,6,3,18,9,2,0
08/18/2020,411,1,25,50,130,79,59,46,22,21,4,0,211,199,1,194,10,66,107,8,26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,4,2,0,12,13,0,12,0,9,3,1,0
10/12/2021,378,6,22,95,78,77,53,35,21,15,4,0,199,177,2,64,16,105,124,25,44,0,0,1,2,0,1,1,1,0,2,4,0,2,0,3,1,0,0,0,1,3,4,5,4,3,2,0,11,11,0,8,1,10,2,1,0
06/17/2021,35,2,6,7,7,10,3,3,4,1,0,0,17,18,0,12,1,8,10,2,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
06/13/2021,28,5,5,5,3,10,4,3,2,1,0,0,18,10,0,5,0,17,3,0,3,0,0,2,0,2,1,0,0,0,0,5,0,3,0,1,1,0,0,0,2,1,0,1,1,0,0,0,5,0,0,2,0,2,1,0,0
03/10/2021,336,10,18,52,101,67,42,41,21,7,5,0,169,167,0,105,12,54,111,15,39,0,0,0,2,1,2,3,2,0,4,6,0,2,1,3,3,0,1,0,3,0,1,3,4,4,3,0,10,8,0,6,1,7,2,2,0
12/23/2021,7173,17,146,986,1999,1702,1065,733,435,161,90,2,3945,3185,43,1046,235,2063,1935,630,1264,0,0,1,0,3,6,3,4,0,7,10,0,3,0,6,8,0,0,5,21,10,10,28,27,23,22,0,82,64,0,31,0,84,23,6,2
12/04/2020,1855,32,103,239,409,341,306,272,158,85,45,0,937,912,6,705,70,344,425,73,238,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,30,4,46,16,5,2
03/12/2021,349,9,18,52,93,79,49,46,18,6,6,0,202,147,0,97,13,74,120,11,34,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,4,3,3,3,1,0,10,8,0,5,0,8,4,1,0
01/14/2022,3070,21,160,818,518,531,386,313,260,145,99,0,1625,1436,9,771,174,538,753,177,657,0,0,1,2,0,2,12,4,0,8,13,0,4,1,10,6,0,0,8,24,19,19,9,32,16,33,0,74,86,0,34,11,66,40,7,2
08/31/2021,529,7,45,106,121,102,81,57,32,20,10,0,282,246,1,128,23,136,146,16,80,0,0,0,0,1,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,8,10,6,7,4,4,0,26,19,0,14,1,21,8,0,1
05/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,246,13,108,65,14,68,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,17,2,6
01/09/2021,781,17,56,97,217,142,101,106,70,34,13,1,405,376,0,278,30,144,234,23,72,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,5,5,16,11,11,1,28,28,0,17,1,22,16,0,0
07/14/2021,140,2,7,25,44,32,15,13,9,1,1,0,73,66,1,14,7,49,49,6,15,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,1,0,3,4,0,1,1,4,1,0,0
11/02/2021,489,4,27,131,94,111,54,42,29,18,10,0,262,225,2,75,12,116,162,47,77,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,1,8,7,6,0,17,10,0,9,1,11,6,0,0
09/05/2021,319,4,29,76,70,62,45,42,14,4,6,0,170,149,0,76,13,85,91,17,37,0,0,0,0,1,1,1,1,0,2,2,0,0,0,2,2,0,0,1,3,2,4,10,4,3,2,0,16,13,0,7,1,15,4,1,1
04/06/2022,599,0,8,115,158,139,76,59,22,24,6,0,333,261,5,85,64,58,254,45,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,6,2,0,2,0,1,5,0,0
08/29/2021,309,2,25,66,73,59,49,35,13,9,5,0,150,159,0,51,18,94,93,17,36,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,2,4,4,3,3,3,3,3,0,13,12,0,6,0,16,2,1,0
06/21/2021,46,3,9,11,11,9,7,1,5,2,0,0,24,22,0,12,0,17,8,1,8,0,0,0,0,1,1,1,0,0,3,0,0,1,0,2,0,0,0,0,2,2,1,3,0,1,0,0,7,2,0,1,0,6,2,0,0
08/28/2021,359,3,28,79,92,62,51,31,25,11,8,0,185,173,1,75,11,117,84,13,59,0,0,0,0,0,1,0,2,0,1,2,0,0,0,1,2,0,0,1,3,4,3,5,5,4,3,0,14,14,0,5,0,16,7,0,0
01/09/2022,2083,24,173,402,441,392,288,231,162,101,64,2,1099,973,11,446,111,322,590,183,431,0,1,0,0,1,5,7,10,0,11,13,0,9,0,10,5,0,0,8,14,8,9,29,38,31,36,0,87,86,0,35,5,78,41,10,4
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,93,4,63,56,7,26,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,7,0,12,2,0,1
11/16/2021,742,6,41,187,141,153,102,64,38,29,28,0,377,362,3,136,19,154,229,64,140,0,0,2,0,0,2,0,2,0,2,4,0,0,0,6,0,0,0,1,1,2,5,11,5,11,5,0,13,28,0,12,0,17,10,2,0
10/28/2020,1737,9,91,213,462,402,288,192,109,50,21,0,906,824,7,739,47,273,420,71,187,0,0,0,1,2,4,2,0,0,2,7,0,3,0,4,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
03/16/2020,77,1,14,1,13,21,18,12,7,4,1,0,36,41,0,9,6,25,31,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6,3,2,1,1,0,4,10,0,1,0,10,3,0,0
07/22/2021,224,1,14,37,65,53,21,24,12,10,2,0,119,103,2,47,2,68,75,5,27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,3,1,3,2,0,0,6,8,0,4,0,6,4,0,0
10/09/2021,238,4,22,51,52,53,31,26,16,7,2,0,113,124,1,46,10,59,83,16,24,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,1,0,4,5,3,5,2,2,0,13,9,0,4,1,10,6,0,1
04/05/2021,947,6,49,179,235,212,151,96,46,20,8,0,500,447,0,245,39,280,266,36,81,0,0,0,0,2,2,0,2,0,3,3,0,1,0,4,1,0,0,2,4,7,5,11,6,10,4,0,25,24,0,13,1,30,3,1,1
10/17/2020,547,5,44,70,139,115,95,58,45,15,10,0,275,272,0,235,16,76,155,22,43,0,0,0,1,0,1,0,3,0,2,3,0,3,0,2,0,0,0,2,7,4,5,4,9,6,7,0,31,13,0,15,2,19,7,1,0
04/25/2022,922,0,,214,188,198,108,98,61,31,24,0,512,402,8,151,78,133,339,63,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
02/26/2022,107,1,9,18,22,22,12,13,9,10,1,0,51,56,0,18,8,9,45,6,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,4,0,0,5,4,0,2,0,0,5,1,1
07/23/2020,318,3,29,33,100,68,43,36,17,12,9,0,189,128,1,92,14,84,85,16,27,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
09/01/2021,538,5,30,99,146,107,72,52,38,12,12,0,302,235,1,121,26,137,136,20,98,0,0,0,0,0,0,0,5,0,2,3,0,1,0,3,1,0,0,1,4,5,5,4,4,2,5,0,15,15,0,4,0,17,7,2,0
05/11/2021,309,9,36,60,65,69,41,34,30,5,5,0,160,149,0,63,6,143,52,9,36,0,1,0,1,1,1,4,1,0,4,5,0,3,0,3,3,0,0,0,2,6,6,5,7,6,4,0,17,19,0,5,0,24,6,1,0
03/30/2021,738,3,43,93,258,145,90,77,58,12,5,0,378,360,0,171,44,164,283,20,56,0,0,1,0,0,0,1,1,0,0,3,0,1,1,0,1,0,0,0,2,3,11,9,11,5,2,0,24,19,0,14,2,21,6,0,0
10/03/2021,204,4,27,46,40,36,24,27,18,9,4,0,101,103,0,32,9,54,81,9,19,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,4,3,9,2,0,16,11,0,3,1,14,7,1,1
04/22/2021,579,4,72,107,151,128,79,56,34,15,9,0,306,273,0,157,29,197,125,8,63,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,5,14,14,14,9,10,5,0,33,39,0,23,2,38,8,0,1
12/08/2021,1293,10,63,325,308,273,156,119,58,28,26,0,657,634,2,208,38,364,340,106,237,0,0,0,2,3,1,2,2,0,2,8,0,2,1,5,2,0,0,0,7,13,9,11,15,4,4,0,37,26,0,18,1,26,10,5,3
04/29/2021,530,7,48,111,117,108,71,64,34,13,12,0,266,264,0,138,18,195,109,11,59,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,3,0,0,2,4,3,6,10,9,9,5,0,25,23,0,11,1,30,3,3,0
,602,0,690,49,131,126,96,82,75,28,15,0,316,281,5,147,16,131,161,24,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,84,79,101,106,117,96,74,0,331,359,0,218,51,232,147,30,12
09/01/2020,330,3,17,34,97,70,38,45,32,8,6,0,177,153,0,139,5,59,86,6,35,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,7,2,2,1,2,0,8,9,0,5,0,8,2,1,1
03/28/2022,354,0,7,99,82,69,35,36,17,13,3,0,181,168,5,50,22,43,155,31,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,4,3,0,1,0,2,4,0,0
01/24/2022,1522,19,83,414,297,254,174,154,119,69,41,0,782,728,12,392,97,217,426,79,311,0,0,0,0,3,5,3,8,0,5,14,0,3,0,10,5,0,1,5,9,10,8,15,18,8,10,0,42,41,0,20,4,34,22,0,3
01/04/2021,1879,10,88,230,475,388,304,227,137,71,47,0,988,882,9,731,75,331,478,79,185,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,20,0,43,45,0,30,4,38,15,1,0
12/27/2021,9281,17,249,1483,2206,2016,1404,1038,695,292,146,1,5133,4105,43,1945,333,2330,1967,717,1989,0,0,0,0,2,5,4,6,0,6,11,0,3,1,9,4,0,0,14,25,28,26,33,54,37,32,0,133,116,0,49,4,134,49,11,2
02/27/2021,177,7,17,31,39,32,21,24,14,9,7,0,100,77,0,56,12,44,44,6,15,0,0,0,0,1,1,1,4,0,3,4,0,2,0,2,3,0,0,0,0,0,0,4,5,4,4,0,7,10,0,2,0,10,5,0,0
05/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,145,6,54,23,12,39,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,36,10,6,6
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,17,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
12/30/2021,8228,15,265,1732,1767,1484,1123,965,639,317,196,5,4547,3584,97,1925,312,1911,1694,442,1944,0,0,1,1,2,0,6,5,0,4,11,0,6,1,4,4,0,0,11,30,21,27,37,49,37,53,0,129,136,0,50,6,150,46,9,4
02/20/2022,113,4,12,17,28,15,24,10,10,5,4,0,52,61,0,20,9,20,40,7,17,0,0,0,0,2,1,0,1,0,2,2,0,1,0,0,3,0,0,2,1,1,1,1,3,3,0,0,5,7,0,4,0,6,2,0,0
11/18/2020,2324,17,120,290,566,452,386,295,196,98,41,0,1179,1136,9,842,63,465,553,87,314,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,7,5,10,23,18,28,27,0,56,64,0,36,6,49,25,4,0
01/19/2022,2344,18,133,680,422,413,280,224,161,96,68,0,1250,1067,27,681,126,413,566,99,459,0,0,0,1,0,7,3,7,0,8,10,0,4,0,7,6,1,0,10,16,12,9,10,31,17,28,0,65,68,0,37,3,53,33,6,1
08/14/2021,406,6,46,78,102,100,49,33,29,12,3,0,216,190,0,100,16,100,125,10,55,0,0,1,0,1,4,0,0,0,2,4,0,0,0,5,1,0,0,1,5,6,4,16,6,7,1,0,24,22,0,13,1,19,11,2,0
03/20/2020,155,0,52,2,23,22,32,30,27,15,4,0,72,83,0,21,6,78,41,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,16,11,1,0,19,33,0,8,1,35,7,1,0
10/01/2021,384,4,31,79,95,85,46,35,26,13,5,0,203,176,5,68,26,97,108,36,49,0,0,0,0,2,0,2,0,0,3,1,0,2,0,1,1,0,0,0,4,5,1,7,5,5,4,0,18,13,0,4,1,16,8,1,1
10/03/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,76,7,36,77,8,23,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
01/27/2021,657,14,48,76,146,131,101,92,61,33,17,0,338,319,0,198,30,149,175,33,72,0,0,0,0,0,3,4,7,0,4,10,0,2,1,8,3,0,0,0,2,4,4,8,7,14,9,0,27,21,0,12,1,16,15,3,1
03/22/2020,168,2,68,6,23,27,31,37,24,14,6,0,74,94,0,22,6,82,51,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,6,7,12,14,12,12,5,0,34,34,0,11,4,46,5,2,0
04/09/2020,574,25,150,9,83,101,103,129,74,40,35,0,259,315,0,187,25,220,94,24,24,0,0,0,0,3,7,5,10,0,13,12,0,5,1,14,5,0,0,2,5,12,17,34,32,28,20,0,64,86,0,31,6,81,28,3,1
03/23/2020,289,3,101,4,46,55,52,56,30,35,11,0,140,149,0,41,13,135,78,12,10,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,4,15,12,17,17,25,10,0,48,53,0,16,5,64,11,4,1
10/08/2020,612,3,28,82,181,116,68,83,55,19,8,0,311,301,0,252,17,91,178,21,53,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,4,1,1,4,8,3,7,0,15,13,0,4,1,14,6,2,1
02/08/2021,385,13,52,47,74,67,60,54,44,18,21,0,207,177,1,119,19,98,100,16,33,0,0,2,2,2,2,3,2,0,6,7,0,5,1,2,5,0,0,1,7,7,4,8,3,13,9,0,29,23,0,12,0,20,17,2,1
09/18/2021,309,4,26,62,61,69,41,38,23,11,4,0,164,145,0,73,17,78,83,38,20,0,0,0,0,0,0,1,3,0,3,1,0,0,0,1,3,0,0,2,2,6,0,8,5,2,1,0,14,12,0,6,0,10,6,3,1
08/02/2020,95,3,21,11,21,29,10,6,11,6,1,0,45,49,1,33,3,28,23,4,4,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,1,2,1,0,11,10,0,8,0,9,3,1,0
02/17/2021,384,8,32,35,119,70,70,47,23,10,10,0,191,193,0,122,9,79,120,13,41,0,0,0,0,1,2,2,3,0,2,6,0,1,0,2,4,0,1,1,2,1,6,5,8,6,3,0,13,19,0,7,0,15,9,1,0
03/06/2020,3,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
08/15/2021,287,5,31,49,62,79,34,30,20,8,5,0,138,148,1,58,21,74,97,8,29,0,1,0,1,2,0,1,0,0,2,3,0,0,0,4,1,0,0,1,3,4,6,5,7,2,3,0,13,18,0,11,0,14,5,0,1
08/21/2020,430,5,21,60,139,88,46,54,29,11,3,0,242,186,2,229,17,56,94,16,18,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,1,0,1,3,5,4,3,4,0,12,8,1,11,0,6,3,1,0
05/05/2021,482,6,49,97,130,81,75,59,24,7,9,0,256,225,1,122,22,198,75,9,56,0,1,0,1,0,2,0,2,0,4,2,0,1,0,5,0,0,0,0,4,9,6,9,13,2,6,0,29,20,0,9,2,29,8,0,1
09/10/2020,329,2,19,23,121,69,44,36,27,5,4,0,190,138,1,140,8,42,116,4,19,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,2,7,2,0,0,15,4,0,8,0,7,4,0,0
04/10/2022,321,0,6,63,50,82,49,39,16,18,4,0,187,128,6,27,19,32,163,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,5,0,1,1,2,2,0,0
10/07/2020,548,1,26,59,163,117,85,63,34,18,9,0,269,279,0,214,11,77,173,21,52,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,4,3,6,4,3,0,13,13,0,8,0,9,8,0,1
11/05/2020,2637,6,115,289,763,579,388,312,186,70,50,0,1378,1250,9,1081,59,415,672,112,298,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,34,3,49,24,4,1
11/10/2020,3353,14,141,397,816,690,546,436,287,126,55,0,1720,1625,8,1384,107,568,825,137,332,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,24,33,32,21,0,61,80,0,47,2,52,31,7,2
03/15/2022,259,0,13,63,66,52,32,24,10,6,6,0,149,109,1,41,15,30,104,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,1,3,0,10,3,0,5,0,4,3,0,1
11/12/2021,619,6,36,131,104,136,89,80,44,20,15,0,335,282,2,92,23,126,193,57,128,0,0,0,1,1,1,1,2,0,4,2,0,0,0,4,2,0,0,2,0,3,5,8,6,7,5,0,18,18,0,4,1,16,14,0,1
05/07/2020,938,49,140,58,177,195,172,147,116,40,33,0,484,449,5,517,19,150,109,27,116,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,34,23,18,0,55,85,0,67,3,41,22,6,1
10/14/2020,850,3,28,75,246,215,135,90,62,19,8,0,459,389,2,362,24,137,224,26,77,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,5,5,6,4,0,12,16,0,5,0,12,8,1,2
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
